1787899740.6,-0.19,9.52,136.8,0.47,0.79,0.71,1.29,0.31,0.39,2.99,0.75,0.43,0.30,0.26,0.33,0.43,0.35,0.36,0.40
1787899743.3,-0.19,9.52,158.2,0.79,0.71,1.30,0.28,0.39,2.99,0.93,0.41,0.33,0.25,0.32,0.42,0.36,0.37,0.39,0.46
1787899743.7,-0.36,9.60,159.9,0.77,0.71,1.33,0.29,0.37,2.99,0.91,0.44,0.31,0.26,0.32,0.42,0.36,0.35,0.40,0.48
1787899744.1,-0.56,9.70,151.8,0.72,0.62,1.27,0.19,0.34,2.23,1.07,0.50,0.39,0.33,0.42,0.46,0.39,0.32,0.36,0.41
1787899744.6,-0.59,9.72,156.9,0.63,0.56,0.61,1.35,0.76,0.39,1.54,0.61,0.50,0.41,0.49,0.39,0.34,0.31,0.30,0.33
1787899745.1,-0.59,9.72,154.5,0.65,0.55,0.63,1.36,0.75,0.38,1.55,0.59,0.49,0.41,0.50,0.41,0.33,0.29,0.30,0.31
1787899745.6,-0.59,9.72,153.7,0.65,0.55,0.60,1.34,0.75,0.40,1.55,0.60,0.50,0.40,0.50,0.37,0.34,0.30,0.32,0.33
1787899746.1,-0.59,9.72,158.6,0.65,0.55,0.60,1.32,0.76,0.38,1.56,0.61,0.50,0.42,0.49,0.39,0.35,0.27,0.30,0.34
1787899746.7,-0.59,9.72,154.2,0.64,0.54,0.61,1.34,0.75,0.39,1.55,0.58,0.49,0.40,0.49,0.41,0.32,0.29,0.31,0.33
1787899747.1,-0.59,9.72,150.3,0.65,0.56,0.64,1.34,0.76,0.39,1.56,0.59,0.50,0.42,0.51,0.40,0.34,0.32,0.30,0.33
1787899749.3,-0.08,9.80,192.6,1.24,0.27,0.38,1.00,1.50,0.42,0.36,0.26,0.24,0.34,0.41,0.40,0.34,0.46,0.76,0.76
1787899752.3,-0.08,9.81,157.4,0.83,0.73,1.33,0.35,0.54,3.00,0.78,0.42,0.30,0.24,0.27,0.41,0.36,0.40,0.39,0.48
1787899752.7,-0.25,9.88,155.9,0.80,0.75,1.32,0.33,0.54,3.00,0.76,0.41,0.31,0.24,0.27,0.39,0.38,0.40,0.40,0.48
1787899753.1,-0.46,9.97,157.0,0.76,0.63,1.30,0.21,0.36,1.92,1.08,0.46,0.38,0.31,0.37,0.43,0.39,0.31,0.35,0.41
1787899753.6,-0.49,9.99,154.9,0.67,0.54,1.18,1.40,0.19,0.78,1.24,0.57,0.45,0.37,0.49,0.39,0.38,0.29,0.31,0.37
1787899754.1,-0.49,9.99,155.4,0.67,0.56,1.18,1.41,0.19,0.79,1.27,0.57,0.47,0.39,0.48,0.38,0.37,0.30,0.32,0.33
1787899754.6,-0.49,9.99,153.4,0.65,0.57,1.19,1.41,0.21,0.79,1.24,0.56,0.47,0.40,0.47,0.40,0.38,0.30,0.33,0.34
1787899755.2,-0.49,9.99,154.5,0.66,0.55,1.20,1.41,0.19,0.80,1.27,0.55,0.47,0.39,0.48,0.40,0.38,0.30,0.33,0.34
1787899755.7,-0.49,9.99,158.7,0.67,0.58,1.18,1.39,0.20,0.78,1.25,0.56,0.47,0.36,0.47,0.39,0.39,0.28,0.33,0.34
1787899756.1,-0.49,9.99,155.3,0.67,0.54,1.18,1.39,0.20,0.78,1.26,0.55,0.46,0.39,0.47,0.39,0.38,0.30,0.31,0.36
1787899758.2,0.03,10.12,194.5,1.30,0.34,0.39,1.19,1.15,0.40,0.29,0.22,0.21,0.32,0.43,0.37,0.37,0.46,0.76,0.78
1787899761.4,0.02,10.12,157.3,0.84,0.74,0.28,0.36,0.57,3.00,0.71,0.36,0.26,0.23,0.22,0.35,0.38,0.46,0.39,0.48
1787899761.8,-0.14,10.20,153.0,0.84,0.75,0.27,0.38,0.59,3.00,0.70,0.38,0.26,0.21,0.22,0.35,0.39,0.44,0.39,0.48
1787899762.3,-0.34,10.30,153.4,0.79,0.66,1.30,0.25,0.35,1.47,1.07,0.44,0.35,0.27,0.22,0.42,0.34,0.36,0.37,0.42
1787899762.8,-0.37,10.32,152.3,0.70,0.62,0.65,1.38,0.25,0.80,1.26,0.51,0.44,0.36,0.45,0.44,0.38,0.26,0.34,0.36
