1787896277.0,-0.13,2.04,92.4,1.36,0.43,0.27,0.17,0.18,0.20,0.33,0.43,3.00,0.81,0.48,0.29,0.27,0.36,0.43,0.68,tick=79643 goal=0
1787896277.2,-0.13,2.11,90.3,1.33,0.43,0.25,0.23,0.16,0.23,0.28,0.46,3.00,0.83,0.47,0.30,0.30,0.38,0.42,0.68,tick=79672 goal=0
1787896277.5,-0.13,2.17,92.3,1.31,0.41,0.23,0.21,0.16,0.21,0.25,0.47,3.00,0.84,0.46,0.31,0.30,0.38,0.41,0.88,tick=79692 goal=0
1787896277.8,-0.13,2.23,91.5,1.30,0.51,0.22,0.21,0.16,0.21,0.24,0.49,3.00,0.79,0.42,0.32,0.32,0.35,0.43,0.82,tick=79713 goal=0
1787896278.1,-0.14,2.34,91.8,1.26,0.44,0.21,0.21,0.18,0.16,0.27,0.51,2.98,0.66,0.39,0.31,0.33,0.35,0.47,0.86,tick=79744 goal=0
1787896278.3,-0.14,2.43,94.2,1.23,0.47,0.19,0.18,0.20,0.18,0.27,0.53,3.00,0.68,0.37,0.33,0.32,0.35,0.49,0.85,tick=79773 goal=0
1787896278.5,-0.15,2.48,92.1,1.22,0.44,0.22,0.16,0.20,0.20,0.29,0.56,3.00,0.71,0.39,0.32,0.34,0.35,0.50,0.86,tick=79801 goal=0
1787896278.8,-0.15,2.55,91.1,1.17,0.45,0.21,0.14,0.19,0.22,0.25,0.56,3.00,0.73,0.41,0.33,0.32,0.31,0.48,0.84,tick=79828 goal=0
1787896279.0,-0.15,2.61,94.2,1.14,0.43,0.24,0.15,0.17,0.22,0.22,0.60,2.98,0.76,0.40,0.35,0.32,0.34,0.48,0.81,tick=79848 goal=0
1787896279.2,-0.15,2.67,95.3,1.13,0.41,0.23,0.15,0.14,0.21,0.25,0.59,2.98,0.75,0.41,0.36,0.32,0.32,0.47,0.78,tick=79869 goal=0
1787896279.4,-0.15,2.73,89.5,1.10,0.42,0.22,0.19,0.14,0.22,0.25,0.61,3.00,0.77,0.41,0.35,0.31,0.32,0.45,0.78,tick=79890 goal=0
1787896279.7,-0.15,2.82,92.0,1.09,0.37,0.22,0.18,0.15,0.18,0.27,0.61,3.00,0.78,0.42,0.37,0.29,0.36,0.45,0.78,tick=79921 goal=0
1787896280.1,-0.15,2.91,92.0,1.05,0.36,0.24,0.15,0.16,0.15,0.28,0.46,3.00,0.81,0.40,0.35,0.31,0.32,0.41,0.75,tick=79952 goal=0
1787896280.4,-0.15,2.97,91.6,1.02,0.35,0.27,0.16,0.15,0.15,0.30,0.47,2.99,0.81,0.42,0.37,0.30,0.35,0.40,0.74,tick=79973 goal=0
1787896280.6,-0.15,3.06,90.1,0.99,0.51,0.26,0.18,0.18,0.16,0.29,0.48,3.00,0.83,0.45,0.34,0.28,0.37,0.40,0.75,tick=80004 goal=0
