1787895977.2,0.17,1.38,158.4,0.29,0.21,0.26,0.26,0.42,1.93,1.05,0.48,0.38,0.28,0.29,0.32,0.56,1.72,0.90,0.30,tick=49633 goal=0,0,0,
1787895977.8,0.17,1.38,173.1,0.21,0.23,0.26,0.27,0.72,2.42,0.59,0.41,0.28,0.29,0.28,0.49,0.99,2.11,0.53,0.28,tick=49697 goal=0,0,0,
1787895978.4,0.17,1.38,185.3,0.20,0.27,0.26,0.44,2.36,0.86,0.45,0.27,0.29,0.29,0.36,0.59,2.11,0.63,0.32,0.23,tick=49760 goal=0,0,0,
1787895979.1,0.17,1.38,203.2,0.25,0.26,0.38,1.28,1.58,0.53,0.40,0.29,0.28,0.32,0.53,1.33,0.96,0.63,0.29,0.21,tick=49824 goal=0,0,0,
1787895979.8,0.17,1.38,216.0,0.27,0.25,0.54,2.35,0.68,0.40,0.27,0.31,0.28,0.46,0.87,2.09,0.57,0.30,0.24,0.23,tick=49887 goal=0,0,0,
1787895980.4,0.18,1.38,231.7,0.25,0.45,0.54,0.88,0.45,0.26,0.31,0.27,0.35,0.56,2.06,0.68,0.30,0.27,0.20,0.28,tick=49958 goal=0,0,0,
1787895981.1,0.18,1.39,245.9,0.39,1.02,1.63,0.54,0.39,0.30,0.28,0.31,0.51,1.29,1.12,0.53,0.30,0.23,0.26,0.27,tick=50022 goal=0,0,0,
1787895981.7,0.18,1.39,253.3,0.51,2.35,0.77,0.42,0.25,0.30,0.29,0.45,0.69,2.05,0.57,0.30,0.24,0.22,0.27,0.24,tick=50085 goal=0,0,0,
1787895982.3,0.18,1.39,270.7,2.39,1.04,0.50,0.28,0.29,0.29,0.31,0.54,2.09,2.05,0.34,0.27,0.21,0.27,0.25,0.42,tick=50149 goal=0,0,0,
1787895982.9,0.18,1.33,276.5,2.38,0.65,0.40,0.25,0.29,0.27,0.47,0.88,2.08,0.55,0.32,0.25,0.25,0.27,0.24,0.70,tick=50207 goal=0,0,0,
1787895983.5,0.20,1.28,280.9,2.04,0.55,0.39,0.27,0.29,0.27,0.52,1.07,1.34,0.57,0.31,0.22,0.27,0.26,0.35,0.94,tick=50266 goal=0,0,0,
1787895984.1,0.21,1.21,286.2,1.25,0.50,0.37,0.26,0.30,0.30,0.54,1.36,0.97,0.36,0.27,0.24,0.27,0.23,0.40,1.27,tick=50325 goal=0,0,0,
1787895984.7,0.23,1.16,291.6,0.97,0.47,0.35,0.24,0.30,0.30,0.60,1.82,0.79,0.38,0.26,0.27,0.23,0.23,0.40,2.29,tick=50383 goal=0,0,0,
1787895985.2,0.26,1.10,289.4,0.79,0.43,0.36,0.22,0.30,0.32,0.61,2.14,0.70,0.38,0.25,0.28,0.22,0.31,0.45,2.30,tick=50442 goal=0,0,0,
1787895985.8,0.28,1.05,299.7,0.69,0.38,0.33,0.23,0.29,0.32,0.66,2.19,0.67,0.35,0.26,0.27,0.20,0.34,0.64,2.23,tick=50500 goal=0,0,0,
1787895986.5,0.32,0.99,304.9,0.51,0.34,0.29,0.21,0.29,0.35,0.81,2.25,0.46,0.32,0.28,0.23,0.25,0.37,0.91,1.96,tick=50558 goal=0,0,0,
1787895987.1,0.36,0.94,309.7,0.40,0.29,0.28,0.21,0.29,0.36,1.43,1.10,0.45,0.29,0.30,0.24,0.32,0.58,1.81,0.92,tick=50627 goal=0,0,0,
1787895987.7,0.36,0.93,324.9,0.33,0.28,0.22,0.23,0.29,0.62,2.26,0.74,0.43,0.33,0.27,0.26,0.34,0.63,2.21,0.65,tick=50691 goal=0,0,0,
1787895988.4,0.36,0.94,336.5,0.28,0.27,0.19,0.28,0.36,1.46,1.08,0.46,0.31,0.31,0.24,0.33,0.57,2.23,0.88,0.39,tick=50755 goal=0,0,0,
1787895989.0,0.36,0.94,349.8,0.28,0.20,0.26,0.34,0.69,2.25,0.70,0.37,0.32,0.25,0.29,0.36,0.86,2.25,0.53,0.33,tick=50818 goal=0,0,0,
1787895989.7,0.35,0.94,2.3,0.26,0.22,0.29,0.60,2.25,0.86,0.44,0.37,0.28,0.24,0.33,0.59,2.23,0.70,0.36,0.29,tick=50882 goal=0,0,0,
1787895990.4,0.35,0.93,21.9,0.20,0.31,0.34,1.13,1.48,0.49,0.32,0.33,0.24,0.32,0.42,1.23,1.42,0.39,0.30,0.27,tick=50945 goal=0,0,0,
1787895991.0,0.35,0.93,35.0,0.26,0.33,0.66,2.24,0.70,0.36,0.33,0.24,0.32,0.36,0.86,2.24,0.59,0.34,0.29,0.19,tick=51019 goal=0,0,0,
1787895991.7,0.35,0.93,48.2,0.30,0.60,2.23,0.89,0.45,0.32,0.28,0.26,0.34,0.60,2.21,0.69,0.36,0.28,0.25,0.20,tick=51083 goal=0,0,0,
1787895992.4,0.35,0.93,63.8,0.35,1.14,1.28,0.47,0.31,0.30,0.24,0.31,0.54,1.81,1.15,0.41,0.29,0.27,0.20,0.31,tick=51154 goal=0,0,0,
