0,NOREPLY
0,MOVE,0.41,False
7,NOREPLY
7,MOVE,0.41,False
15,NOREPLY
15,MOVE,0.13,True
22,NOREPLY
22,MOVE,0.03,True
30,NOREPLY
30,MOVE,0.00,True
37,NOREPLY
37,MOVE,0.41,False
44,NOREPLY
44,MOVE,0.04,True
51,NOREPLY
51,MOVE,0.00,True
58,NOREPLY
58,MOVE,0.10,True
66,NOREPLY
66,MOVE,0.08,True
73,NOREPLY
73,MOVE,0.00,True
81,NOREPLY
81,MOVE,0.41,False
88,NOREPLY
88,MOVE,-0.00,True
95,NOREPLY
95,MOVE,0.06,True
102,NOREPLY
102,MOVE,0.19,True
110,NOREPLY
110,MOVE,0.41,False
118,NOREPLY
118,MOVE,0.40,False
125,NOREPLY
125,MOVE,0.41,False
133,NOREPLY
133,MOVE,0.36,True
142,NOREPLY
142,MOVE,-0.00,True
149,NOREPLY
149,MOVE,0.29,True
157,NOREPLY
157,MOVE,0.41,False
164,NOREPLY
164,MOVE,0.00,True
171,NOREPLY
171,MOVE,0.40,True
181,NOREPLY
181,MOVE,0.18,True
189,NOREPLY
189,MOVE,0.13,True
198,NOREPLY
198,MOVE,0.17,True
208,NOREPLY
208,MOVE,0.00,True
216,NOREPLY
216,MOVE,0.43,False
223,NOREPLY
223,MOVE,0.43,False
231,REPLY,B2 COLDER d11=0.851,0.851
231,MOVE,0.01,True
235,REPLY,B2 COLDER d11=0.776,0.776
235,MOVE,0.43,False
240,REPLY,B2 WARMER d11=0.804,0.804
240,MOVE,0.41,False
243,NOREPLY
243,MOVE,0.00,True
250,NOREPLY
250,MOVE,0.42,False
259,NOREPLY
259,MOVE,0.43,False
267,REPLY,B2 COLDER d11=0.813,0.813
267,MOVE,0.44,False
273,NOREPLY
273,MOVE,0.41,False
281,NOREPLY
281,MOVE,0.34,True
290,NOREPLY
290,MOVE,0.29,False
300,NOREPLY
300,MOVE,0.45,False
309,NOREPLY
309,MOVE,0.00,True
