episode,solved,end_reason,ticks_to_solve,sim_s_to_solve,wall_s,turns,execs,restarts,collisions,tokens_out,maze_hash
1,True,solved,35891,717.8,777.9,25,25,0,22,12802,a80368043dbff2e4
