# calib spin dh=48.29999999999998 sign=1
S,112364,95.6,-66821,0,0.714,0,0.90,0.43,0.26,0.28,0.27,0.28,0.38,0.67,0.61,1.55,1.04,0.34,0.30,0.35,1.33,0.84
S,112466,100.8,-66744,0,0.700,0,0.86,0.40,0.24,0.26,0.26,0.26,0.40,0.72,0.65,1.56,1.06,0.33,0.29,0.38,1.31,0.79
S,112571,95.6,-66671,0,0.679,0,0.82,0.37,0.23,0.22,0.26,0.28,0.40,0.73,0.69,1.56,1.00,-1.00,0.30,0.39,1.28,0.76
S,112672,99.0,-66602,0,0.698,0,0.79,0.37,0.23,0.19,0.25,0.30,0.37,0.75,0.74,1.56,0.45,0.32,0.29,0.38,1.26,0.72
S,112775,97.4,-66531,0,0.671,0,0.76,0.39,0.24,0.17,0.21,0.29,0.37,0.77,0.75,1.56,0.44,0.30,0.34,1.01,1.44,0.68
S,112877,99.3,-66458,0,0.673,0,0.72,0.41,0.22,-1.00,0.16,0.28,0.36,0.78,0.80,1.59,0.44,0.31,0.35,0.96,1.41,0.67
S,112979,94.4,-66392,0,0.671,0,0.69,0.37,0.24,0.17,0.15,0.28,0.35,0.60,0.84,1.58,0.43,0.34,0.37,0.98,-1.00,0.63
S,113079,99.3,-66320,0,0.664,0,0.64,0.34,0.22,0.17,0.15,0.20,0.35,0.61,0.87,1.64,0.45,0.36,0.35,0.95,1.40,0.58
S,113181,96.5,-66250,0,0.657,0,0.61,0.34,0.19,0.19,0.15,0.17,0.37,0.64,0.92,1.65,0.40,0.38,0.37,0.94,1.40,0.55
S,113284,97.9,-66181,0,0.661,0,0.56,0.29,0.21,0.17,0.16,0.18,0.38,0.66,0.93,1.67,0.40,0.37,0.90,0.98,1.34,0.53
S,113386,79.2,-66094,0,0.652,0,0.52,0.54,0.28,0.19,0.17,0.18,0.16,0.38,0.68,1.01,1.63,0.40,0.39,0.87,0.99,0.61
S,113487,55.5,-65975,0,0.641,0,0.60,0.50,0.54,0.28,0.22,0.18,0.19,0.17,0.41,0.69,1.01,1.66,0.40,0.37,0.84,0.96
S,113590,47.1,-65872,0,0.608,0,0.55,0.43,0.51,0.30,0.26,0.21,0.22,0.24,0.45,0.74,1.06,1.50,0.39,0.34,0.81,0.92
S,113693,55.8,-65802,0,0.611,0,0.52,0.39,0.47,0.40,0.26,0.25,0.24,0.28,0.48,0.83,1.12,0.64,0.38,0.80,0.79,0.90
S,113793,58.2,-65732,0,0.600,0,1.21,0.36,0.45,0.41,0.26,0.28,0.24,0.28,0.49,0.84,1.15,0.58,0.37,0.79,0.79,0.86
S,113895,51.3,-65663,0,0.599,0,0.45,0.32,0.39,0.43,0.28,0.30,0.28,0.30,0.54,1.10,1.17,0.43,0.35,0.78,0.77,0.85
S,113997,56.6,-65595,0,0.581,0,0.42,0.31,0.35,0.43,0.31,0.26,0.29,0.34,0.60,1.14,1.19,0.41,0.83,0.77,0.77,0.83
S,114098,38.5,-65512,0,0.578,0,0.87,0.36,0.27,0.39,0.42,0.27,0.31,0.30,0.39,0.71,1.23,2.47,0.38,0.85,0.73,0.73
S,114200,11.4,-65396,0,0.573,0,0.73,0.81,0.39,0.29,0.32,0.42,0.38,0.30,0.32,0.38,0.65,1.22,-1.00,0.37,0.84,0.75
S,114301,10.6,-65280,0,0.553,0,0.69,0.72,1.05,0.30,0.26,0.43,0.43,0.33,0.41,0.43,0.71,1.23,2.75,0.32,0.79,0.70
S,114401,5.6,-65169,0,0.533,0,0.62,0.66,1.00,0.31,0.26,0.37,0.49,0.37,0.45,0.49,0.79,1.26,0.44,0.83,0.77,0.65
S,114504,7.6,-65056,0,0.540,0,0.56,0.58,0.93,0.89,0.28,0.29,0.54,0.43,0.50,0.56,0.85,1.27,0.35,0.82,0.72,0.60
S,114605,6.4,-64942,0,0.531,0,0.50,0.52,0.69,0.84,0.31,0.28,0.52,0.53,0.56,0.61,0.94,1.30,0.69,0.83,0.60,0.51
S,114707,4.6,-64843,0,0.506,0,0.47,0.47,0.66,0.80,0.80,0.30,0.54,0.57,0.61,0.68,1.02,0.26,0.71,0.78,0.51,0.45
S,114816,10.8,-64770,0,0.493,0,0.43,0.43,0.62,0.77,0.80,0.31,0.53,0.62,0.65,0.70,1.09,0.58,0.73,0.66,0.49,0.37
S,114917,7.0,-64700,0,0.493,0,0.39,0.37,0.58,0.83,0.77,0.30,0.36,0.69,0.70,0.74,1.10,0.60,0.75,0.65,0.47,0.36
S,115020,6.3,-64627,0,0.495,0,0.34,0.34,0.54,0.85,0.79,0.98,0.37,0.70,0.71,0.80,1.15,0.65,0.76,0.62,0.43,0.32
