0,0.818,0
0,0.821,0
2,0.819,0
4,0.832,0
6,0.811,0
10,0.79,0
12,0.792,0
14,0.794,0
17,0.826,0
18,0.822,0
19,0.824,0
21,0.866,0
23,0.903,0
26,0.895,0
28,0.899,0
30,0.896,0
30,0.898,0
32,0.913,0
34,0.893,0
36,0.892,0
36,0.896,0
36,0.895,0
38,0.9,0
39,0.907,0
41,0.881,0
44,0.895,0
44,0.887,0
46,0.877,0
49,0.856,0
51,0.838,0
51,0.841,0
51,0.849,0
54,0.773,0
56,0.785,0
59,0.805,0
61,0.853,0
64,0.891,0
64,0.9,0
64,0.906,0
66,0.92,0
68,0.917,0
71,0.892,0
74,0.889,0
76,0.892,0
78,0.886,0
81,0.906,0
83,0.883,0
86,0.847,0
88,0.83,0
88,0.828,0
91,0.797,0
94,0.807,0
96,0.811,0
