0.04 90.0 [0.689, 0.739, 0.133, 0.088, 0.11, 0.187, 0.144, 0.164, 0.392, 0.384, 0.51, 1.072, 1.411, 0.399, 0.599, 0.621]
0.25 90.7 [0.668, 0.758, 0.114, 0.104, 0.134, 0.165, 0.155, 0.175, 0.39, 0.37, 0.52, 1.178, 1.402, 0.389, 0.578, 0.634]
0.44 91.3 [0.664, 0.775, 0.095, 0.092, 0.123, 0.173, 0.143, 0.171, 0.39, 0.379, 0.512, 1.249, 1.383, 0.407, 0.594, 0.608]
0.63 92.6 [0.67, 0.759, 0.135, 0.08, 0.139, 0.183, 0.169, 0.182, 0.39, 0.383, 0.531, 1.249, 1.389, 0.403, 0.614, 0.612]
0.82 94.9 [0.658, 0.748, 0.12, 0.084, 0.134, 0.167, 0.153, 0.168, 0.406, 0.376, 0.561, 1.259, 1.391, 0.383, 0.618, 0.624]
1.01 94.2 [0.675, 0.746, 0.101, 0.087, 0.134, 0.171, 0.162, 0.154, 0.405, 0.378, 0.595, 1.296, 0.607, 0.416, 0.611, 0.63]
1.2 97.9 [0.672, 0.716, 0.121, 0.087, 0.103, 0.164, 0.157, 0.373, 0.403, 0.399, 0.626, 1.339, 0.603, 0.402, 0.625, 0.594]
1.39 102.1 [0.675, 0.735, 0.098, 0.098, 0.161, 0.156, 0.142, 0.389, 0.393, 0.39, 0.621, 1.399, 0.587, 0.405, 0.635, 0.626]
1.59 98.5 [0.669, 0.748, 0.118, 0.102, 0.141, 0.164, 0.155, 0.38, 0.409, 0.392, 0.641, 1.426, 0.596, 0.403, 0.632, 0.611]
1.78 97.4 [0.665, 0.733, 0.093, 0.089, 0.114, 0.174, 0.151, 0.378, 0.384, 0.4, 0.665, -1.0, 0.567, 0.392, 0.637, 0.627]
1.97 98.7 [0.672, 0.759, 0.105, 0.101, 0.137, 0.175, 0.158, 0.362, 0.4, 0.392, 0.678, 1.397, 0.577, 0.401, 0.647, 0.628]
2.16 102.3 [0.648, 0.728, 0.099, 0.088, 0.155, -1.0, 0.164, 0.366, 0.414, 0.401, 0.674, 1.366, 0.428, 0.411, 0.66, 0.655]
2.35 104.9 [0.664, 0.767, 0.12, 0.104, 0.17, 0.164, 0.132, 0.359, 0.409, 0.425, 0.7, 1.361, 0.41, 0.402, 0.653, 0.644]
2.54 104.7 [0.655, 0.834, 0.104, 0.097, 0.15, 0.156, 0.172, 0.369, 0.402, 0.399, 0.684, 1.348, 0.372, 0.385, 0.69, 0.665]
