13.41 265.0 [0.249, 0.234, 0.254, 0.522, 1.321, 1.383, 0.387, 0.679, 0.736, 0.805, 0.24, 0.22, 0.167, 0.108, 0.217, 0.291]
13.6 267.1 [0.26, 0.246, 0.241, 0.517, 1.314, 1.378, 0.416, 0.682, 0.75, 0.808, 0.245, 0.218, 0.178, 0.117, 0.231, 0.265]
13.79 263.4 [0.253, 0.248, 0.239, 0.531, 1.318, 1.427, 0.405, 0.697, 0.773, 0.802, 0.216, 0.204, 0.165, 0.125, 0.234, 0.262]
13.98 268.1 [0.262, 0.251, 0.242, 0.536, 1.278, 0.813, 0.416, 0.693, 0.776, 0.831, 0.224, 0.233, 0.16, 0.126, 0.243, 0.291]
14.17 269.4 [0.255, 0.227, 0.25, 0.544, 1.293, 0.568, 0.43, 0.7, 0.784, 0.828, 0.214, 0.229, 0.145, 0.087, 0.255, 0.263]
14.36 272.8 [0.276, 0.24, 0.253, 0.563, 1.281, 0.578, 0.42, 0.705, 0.791, 0.83, 0.21, 0.209, 0.149, 0.115, 0.249, 0.249]
14.55 270.6 [0.261, 0.241, 0.281, 0.563, 1.299, 0.573, 0.42, 0.741, 0.806, 0.852, 0.232, 0.229, 0.148, 0.121, 0.249, 0.245]
14.75 270.7 [0.274, 0.239, 0.287, 0.581, 1.312, 0.567, 0.445, 0.761, 0.811, 0.889, 0.226, 0.218, 0.169, 0.117, 0.251, 0.255]
14.94 269.1 [0.26, 0.23, 0.289, 0.604, 1.307, -1.0, 0.426, 0.776, 0.806, 0.9, 0.207, 0.224, 0.151, 0.136, 0.244, 0.256]
15.13 275.9 [0.265, 0.243, 0.317, 0.62, 1.356, 0.553, 0.447, -1.0, 0.821, 0.908, 0.216, 0.223, 0.148, 0.144, 0.282, 0.246]
15.32 272.8 [0.258, 0.24, 0.325, 0.602, 1.37, 0.561, 0.424, 0.777, 0.802, 0.891, 0.221, 0.227, 0.132, 0.133, 0.272, 0.257]
15.51 272.8 [0.243, -1.0, 0.349, 0.859, 1.375, 0.556, 0.435, 0.766, 0.82, 0.896, 0.217, 0.217, 0.118, 0.124, 0.265, 0.255]
15.7 272.9 [0.275, 0.238, 0.356, 0.902, 1.38, 0.543, 0.431, 0.748, 0.801, 0.878, 0.225, 0.222, 0.131, 0.123, 0.281, 0.256]
15.89 275.2 [0.283, 0.24, 0.373, 0.92, 1.367, 0.548, 0.44, 0.755, 0.81, 0.892, 0.213, 0.232, 0.111, 0.139, 0.264, 0.243]
16.08 276.3 [0.251, 0.253, 0.385, 1.092, 1.356, 0.546, 0.457, 0.747, 0.822, 0.868, 0.207, 0.235, 0.12, 0.15, 0.285, 0.253]
16.27 279.9 [0.271, 0.244, 0.379, 1.155, 1.342, 0.546, 0.436, 0.73, 0.811, 0.881, 0.209, 0.215, 0.131, 0.149, 0.295, 0.254]
16.46 275.3 [0.27, 0.25, 0.413, 1.151, 1.361, 0.526, 0.453, 0.724, 0.803, 0.865, 0.207, 0.211, 0.135, 0.175, 0.276, 0.245]
16.65 283.7 [0.285, 0.246, 0.393, 1.177, 1.346, 0.417, 0.458, 0.729, 0.805, 0.306, 0.226, 0.195, 0.129, 0.168, 0.295, 0.255]
16.84 280.2 [0.258, 0.247, 0.404, 1.219, 1.351, 0.379, 0.472, 0.727, 0.82, 0.269, 0.211, 0.178, 0.128, 0.176, 0.279, 0.249]
17.03 280.2 [0.258, 0.235, 0.413, 1.239, 1.353, 0.4, 0.501, 0.744, 0.814, 0.248, 0.243, 0.191, 0.122, 0.186, 0.266, 0.245]
17.22 285.5 [0.255, 0.244, 0.458, 1.345, 1.381, 0.385, 0.507, 0.724, 0.817, 0.252, 0.229, 0.191, 0.117, 0.2, 0.285, 0.263]
17.44 284.5 [0.262, 0.232, 0.493, 1.331, 1.36, 0.378, 0.669, 0.743, 0.794, 0.243, 0.212, 0.184, 0.109, 0.229, 0.292, 0.263]
17.63 289.0 [0.258, 0.257, 0.531, 1.324, 1.392, 0.393, 0.697, 0.745, 0.798, 0.225, 0.211, 0.185, 0.125, 0.206, 0.289, 0.273]
17.85 290.0 [0.256, 0.256, 0.527, 1.31, 1.414, 0.425, 0.712, 0.746, 0.802, 0.236, 0.197, 0.167, 0.114, 0.215, 0.251, 0.249]
18.06 292.9 [0.23, 0.266, 0.555, 1.281, 0.828, 0.416, 0.677, 0.776, 0.809, 0.228, 0.214, 0.162, 0.126, 0.249, 0.269, 0.265]
18.25 292.1 [0.245, 0.252, 0.529, 1.297, 0.586, 0.426, 0.697, 0.772, 0.821, 0.222, 0.223, 0.174, 0.115, 0.241, 0.26, 0.267]
18.44 288.1 [0.243, 0.292, 0.555, 1.3, 0.585, 0.422, 0.706, 0.77, 0.838, 0.203, 0.216, 0.165, 0.103, 0.261, 0.258, 0.254]
18.63 289.8 [0.25, 0.278, 0.553, 1.287, 0.577, 0.444, 0.714, 0.8, 0.856, 0.218, 0.221, 0.156, 0.109, 0.243, 0.237, 0.254]
18.83 294.3 [0.249, 0.299, 0.578, 1.323, 0.576, 0.431, 0.741, 0.804, 0.897, 0.232, 0.217, 0.144, 0.128, 0.276, 0.249, 0.261]
19.02 294.6 [0.239, 0.3, 0.602, 1.336, 0.561, 0.43, 0.778, 0.797, 0.899, 0.225, 0.219, 0.145, 0.138, 0.263, 0.26, 0.26]
19.21 294.8 [0.242, 0.315, 0.61, 1.335, 0.551, 0.437, 0.774, 0.811, 0.892, 0.221, 0.238, 0.136, 0.141, 0.267, 0.23, 0.249]
19.4 296.2 [0.24, 0.339, 0.83, 1.373, 0.564, 0.434, 0.784, 0.812, 0.902, 0.233, 0.227, 0.141, 0.125, 0.279, 0.244, 0.277]
19.61 299.0 [0.23, 0.334, 0.884, 1.385, 0.552, 0.43, 0.754, 0.825, 0.884, 0.235, 0.218, 0.149, 0.125, 0.275, 0.277, 0.296]
19.8 299.8 [0.242, 0.355, 0.89, 1.378, 0.563, 0.447, 0.746, 0.816, 0.882, 0.224, 0.217, 0.159, 0.149, 0.294, 0.272, 0.27]
19.99 300.2 [0.25, 0.372, 0.945, 1.364, 0.541, 0.441, 0.764, 0.837, 0.868, 0.209, 0.241, 0.148, 0.152, 0.271, 0.27, -1.0]
20.19 302.4 [0.245, 0.396, 1.099, 1.369, 0.554, 0.44, 0.739, 0.806, 0.889, 0.219, 0.241, 0.136, 0.141, 0.273, 0.247, 0.271]
20.38 302.6 [0.23, 0.375, 1.14, 1.342, 0.525, 0.446, 0.739, 0.804, 0.864, 0.224, 0.23, 0.136, 0.156, 0.267, 0.252, 0.275]
20.57 304.0 [0.251, 0.375, 1.178, 1.359, 0.404, 0.457, 0.721, 0.799, 0.858, 0.214, 0.214, 0.116, 0.152, 0.285, 0.243, 0.283]
