20.50,478093,0.373,-5.454,298.8,32.9,1.020,0.105,90.5,3.4816666666666616,RUN,1.05,0.51,0.44,0.95
20.69,478093,0.469,-5.627,298.9,32.6,1.016,-0.007,90.68,-4.140833333333331,RUN,0.94,0.48,0.49,0.95
20.88,478147,0.559,-5.797,296.7,31.1,1.031,-0.531,0,-0.5349999999999948,COAST,0.98,0.42,0.53,0.80
21.08,478165,0.639,-5.972,294.3,24.2,0.988,0.008,91.94,-5.954166666666673,RUN,1.13,0.45,0.52,0.95
21.26,478165,0.717,-6.148,293.9,22.3,0.998,0.015,91.49000000000001,1.0091666666666639,RUN,1.06,0.48,0.49,0.95
21.47,478202,0.802,-6.339,294.4,22.3,1.018,0.047,90.59,6.924166666666665,RUN,1.04,0.51,0.46,0.95
21.67,478202,0.892,-6.529,295.6,27.2,1.055,0.084,0,5.159166666666669,COAST,1.10,0.51,0.45,0.95
21.87,478250,0.984,-6.716,296.7,27.4,1.018,0.051,90.59,2.403333333333338,RUN,1.16,0.51,0.47,0.95
22.08,478260,1.083,-6.911,296.9,28.3,1.036,-0.028,89.78,-0.8641666666666691,RUN,1.06,0.48,0.48,0.95
22.29,478274,1.182,-7.104,297.5,27.4,1.041,0.253,89.555,-16.401666666666667,RUN,1.04,0.45,0.50,0.95
22.50,478274,1.279,-7.278,297.0,29.9,0.934,-0.090,88.83897458913826,-21.742500000000003,RUN,0.88,0.41,0.57,0.91
22.68,478274,1.353,-7.437,294.0,23.0,0.964,-0.235,92,-13.876666666666662,RUN,1.13,0.40,0.56,0.95
22.87,478350,1.425,-7.613,291.9,20.9,1.018,-0.072,90.59,-4.047500000000014,RUN,0.96,0.45,0.53,0.95
23.06,478361,1.499,-7.796,291.9,18.3,1.070,0.040,0,8.944166666666671,COAST,0.88,0.50,0.47,0.91
23.25,478361,1.573,-7.968,295.7,19.5,0.935,0.822,0,-4.782500000000006,COAST,0.87,0.55,0.42,0.62
23.44,478403,1.654,-8.109,300.0,29.4,0.874,0.351,92,4.396666666666665,RUN,1.15,0.54,0.42,0.95
23.63,478421,1.747,-8.266,301.1,32.9,0.936,0.032,92,2.3858333333333306,RUN,1.06,0.51,0.46,0.95
23.82,478421,1.846,-8.424,305.0,38.9,1.008,1.459,0,-52.47,COAST,0.84,0.48,0.49,0.62
24.02,478462,1.949,-8.582,301.4,32.6,0.913,-0.435,0,-18.331666666666674,COAST,0.75,0.39,0.58,0.74
24.22,478484,2.031,-8.730,297.4,27.9,0.857,-0.371,92,-18.949999999999992,RUN,0.95,0.38,0.60,0.95
24.42,478484,2.104,-8.889,292.0,16.5,0.913,-0.980,0,10.932500000000008,COAST,1.08,0.40,0.58,0.62
24.60,478520,2.163,-9.046,290.6,12.3,0.818,-0.032,75.4475092674732,8.24916666666666,RUN,0.78,0.50,0.52,0.79
24.80,478536,2.222,-9.192,293.1,16.7,0.809,0.307,-30,17.810833333333328,BRAKE,0.75,0.57,0.41,0.74
25.00,478536,2.281,-9.330,294.0,12.8,0.791,0.851,0,13.875000000000007,COAST,0.71,0.60,0.35,0.62
25.19,478583,2.349,-9.462,299.1,22.8,0.758,0.336,92,24.701666666666675,RUN,1.20,0.62,0.34,0.95
25.39,478604,2.431,-9.596,302.4,33.6,0.825,0.155,92,8.944999999999999,RUN,0.92,0.57,0.40,0.95
25.58,478614,2.519,-9.733,302.4,32.5,0.822,-0.125,0,-12.145833333333332,COAST,0.70,0.51,0.51,0.67
25.77,478629,2.593,-9.857,299.5,26.8,0.746,-0.323,0,-26.21333333333334,COAST,0.63,0.42,0.57,0.54
25.96,478649,2.652,-9.973,295.3,16.9,0.624,-0.401,0,-28.27916666666667,COAST,0.60,0.37,0.61,0.47
26.16,478672,2.695,-10.077,291.3,8.7,0.520,-0.337,54.33913167489273,-33.680833333333325,RUN,0.64,0.35,0.64,0.56
26.37,478697,2.733,-10.191,287.0,1.0,0.593,-0.332,76.88951846258547,-27.818333333333335,RUN,0.74,0.34,0.61,0.73
26.57,478720,2.764,-10.311,283.1,349.6,0.667,-0.294,92,85,RUN,0.85,2.23,0.59,0.88
26.76,478720,2.797,-10.449,282.6,353.0,0.754,-0.146,72.75962718264476,-18.897500000000008,RUN,0.76,0.38,0.56,0.75
