0.00,1,29.9,0.01,-0.02,38,85,FWD,1.72;1.08;0.84;0.76;0.75;0.90;1.23;2.05;0.41;0.15;0.10;0.08;0.09;0.11;0.19;3.15,tick=274638 goal=0 lap=0 last=0.0 best=0.0
0.05,2,28.4,-0.00,0.03,38,85,FWD,1.70;1.09;0.84;0.75;0.76;0.90;1.24;2.04;0.41;0.15;0.10;0.09;0.10;0.11;0.17;3.16,tick=274643 goal=0 lap=0 last=0.0 best=0.0
0.10,3,30.3,-0.00,0.07,38,85,FWD,1.71;1.08;0.81;0.76;0.78;0.92;1.26;2.03;0.40;0.15;0.10;0.10;0.08;0.12;0.18;3.18,tick=274645 goal=0 lap=0 last=0.0 best=0.0
0.15,4,28.8,0.03,0.06,38,85,FWD,1.69;1.09;0.82;0.74;0.77;0.90;1.25;2.09;0.42;0.14;0.10;0.09;0.10;0.12;0.19;3.15,tick=274651 goal=0 lap=0 last=0.0 best=0.0
2.40,5,350.2,0.02,0.04,0,-70,REV,0.31;2.36;1.31;0.95;0.76;0.73;0.80;1.04;1.58;2.71;0.23;0.11;0.10;0.08;0.10;0.13,tick=274876 goal=0 lap=0 last=0.0 best=0.0
2.44,6,349.4,-0.04,0.03,0,-70,REV,0.32;2.36;1.33;0.92;0.75;0.74;0.81;1.03;1.58;2.69;0.23;0.13;0.10;0.07;0.11;0.15,tick=274881 goal=0 lap=0 last=0.0 best=0.0
2.49,7,347.7,-0.04,0.07,0,-70,REV,0.32;2.35;1.33;0.93;0.75;0.73;0.82;1.04;1.59;2.69;0.25;0.13;0.10;0.07;0.11;0.15,tick=274886 goal=0 lap=0 last=0.0 best=0.0
2.54,8,352.5,-0.06,0.05,0,-70,REV,0.35;2.33;1.31;0.92;0.78;0.74;0.81;1.02;1.59;2.72;0.23;0.12;0.10;0.09;0.09;0.14,tick=274891 goal=0 lap=0 last=0.0 best=0.0
2.58,9,348.8,-0.08,0.15,0,-70,REV,0.35;2.29;1.31;0.90;0.77;0.72;0.80;1.03;1.62;2.75;0.23;0.13;0.10;0.10;0.12;0.17,tick=274896 goal=0 lap=0 last=0.0 best=0.0
2.63,10,350.6,-0.09,0.14,0,-70,REV,0.40;2.27;1.28;0.92;0.76;0.73;0.81;1.04;1.63;2.78;0.22;0.14;0.10;0.10;0.10;0.17,tick=274898 goal=0 lap=0 last=0.0 best=0.0
2.68,11,355.5,-0.12,0.17,0,-70,REV,0.46;2.18;1.25;0.90;0.74;0.72;0.82;1.05;1.63;2.80;0.21;0.14;0.10;0.09;0.10;0.15,tick=274903 goal=0 lap=0 last=0.0 best=0.0
2.72,12,354.8,-0.14,0.19,0,-70,REV,0.52;2.13;1.23;0.87;0.77;0.73;0.83;1.06;1.68;2.85;0.24;0.15;0.12;0.11;0.11;0.16,tick=274908 goal=0 lap=0 last=0.0 best=0.0
2.77,13,351.8,-0.16,0.18,0,-70,REV,0.58;2.09;1.21;0.86;0.73;0.71;0.82;1.07;1.69;2.88;0.23;0.16;0.10;0.11;0.12;0.18,tick=274913 goal=0 lap=0 last=0.0 best=0.0
2.82,14,353.0,-0.15,0.19,0,-70,REV,0.68;2.00;1.19;0.87;0.75;0.70;0.82;1.07;1.72;2.94;0.24;0.14;0.13;0.11;0.14;0.18,tick=274919 goal=0 lap=0 last=0.0 best=0.0
2.86,15,354.8,-0.17,0.22,0,-70,REV,3.60;1.96;1.15;0.85;0.70;0.72;0.82;1.11;1.76;3.00;0.22;0.12;0.13;0.12;0.14;0.24,tick=274924 goal=0 lap=0 last=0.0 best=0.0
2.91,16,354.4,-0.14,0.21,0,-70,REV,3.51;1.88;1.13;0.82;0.73;0.73;0.82;1.12;1.80;-1.00;0.21;0.16;0.12;0.12;0.12;0.23,tick=274929 goal=0 lap=0 last=0.0 best=0.0
2.96,17,357.0,-0.15,0.21,0,-70,REV,3.45;1.85;1.12;0.81;0.70;0.71;0.81;1.13;1.85;3.11;0.23;0.15;0.13;0.13;0.14;0.21,tick=274931 goal=0 lap=0 last=0.0 best=0.0
3.00,18,4.0,-0.13,0.22,0,-70,REV,3.37;1.79;1.11;0.81;0.73;0.72;0.84;1.15;1.86;3.18;0.24;0.16;0.13;0.14;0.16;0.23,tick=274936 goal=0 lap=0 last=0.0 best=0.0
3.05,19,358.3,-0.13,0.20,0,-70,REV,3.27;1.73;1.07;0.80;0.70;0.72;0.84;1.16;1.90;3.27;0.22;0.16;0.14;0.13;0.16;0.23,tick=274941 goal=0 lap=0 last=0.0 best=0.0
3.10,20,359.3,-0.17,0.24,0,-70,REV,3.16;1.68;1.05;0.78;0.69;0.71;0.86;1.18;1.97;0.81;0.23;0.15;0.13;0.12;0.15;0.27,tick=274947 goal=0 lap=0 last=0.0 best=0.0
3.15,21,3.4,-0.14,0.21,0,-70,REV,3.08;1.62;1.03;0.79;0.70;0.71;0.86;1.20;2.02;0.71;0.23;0.15;0.13;0.15;0.16;0.28,tick=274952 goal=0 lap=0 last=0.0 best=0.0
