-0.89 0.04 272.5 | -0.87,-0.31 -1.20,-0.81 -1.44,-0.56 -2.81,-0.86 -1.95,-0.01 -1.35,0.21 -1.09,0.23 -0.97,0.22 -0.90,0.23 -0.82,0.24 -0.66,0.29 -0.52,0.21 -0.43,0.06 -0.39,-0.14 -0.53,-0.29 -0.75,-0.26
-0.89 0.09 268.9 | -0.90,-0.29 -1.27,-0.77 -1.44,-0.44 -1.94,-0.32 -1.92,0.11 -1.14,0.21 -1.06,0.28 -0.94,0.23 -0.89,0.23 -0.82,0.26 -0.69,0.28 -0.54,0.23 -0.45,0.09 -0.38,-0.13 -0.52,-0.28 -0.75,-0.25
-0.89 0.13 272.3 | -0.87,-0.28 -1.42,-0.45 -1.92,-0.35 -1.92,0.09 -1.12,0.21 -1.04,0.26 -0.94,0.23 -0.89,0.24 -0.84,0.26 -0.72,0.31 -0.58,0.27 -0.44,0.14 -0.38,-0.06 -0.48,-0.25 -0.74,-0.20
-0.89 0.08 270.0 | -1.25,-0.78 -1.48,-0.51 -2.83,-0.73 -1.98,0.08 -1.32,0.26 -1.06,0.25 -0.96,0.24 -0.82,0.25 -0.69,0.28 -0.57,0.21 -0.43,0.08 -0.40,-0.12 -0.52,-0.29 -0.76,-0.25
-0.89 0.09 269.9 | -0.89,-0.31 -1.25,-0.78 -1.43,-0.45 -2.87,-0.73 -1.95,0.09 -1.25,0.24 -1.07,0.27 -0.95,0.24 -0.89,0.22 -0.82,0.25 -0.69,0.29 -0.55,0.23 -0.44,0.09 -0.40,-0.12 -0.52,-0.28 -0.75,-0.24
-0.89 0.05 271.6 | -0.88,-0.32 -1.21,-0.80 -2.81,-0.81 -1.97,0.02 -1.34,0.22 -1.09,0.24 -0.97,0.23 -0.89,0.22 -0.82,0.23 -0.67,0.28 -0.54,0.20 -0.44,0.06 -0.39,-0.14 -0.53,-0.29 -0.75,-0.26
-0.91 0.09 273.5 | -0.89,-0.33 -1.22,-0.79 -1.55,-0.63 -2.80,-0.83 -2.03,0.02 -1.38,0.25 -1.12,0.27 -0.98,0.22 -0.92,0.27 -0.85,0.26 -0.73,0.30 -0.58,0.25 -0.47,0.12 -0.43,-0.08 -0.52,-0.26 -0.77,-0.21
-0.91 0.12 270.7 | -0.91,-0.28 -1.27,-0.76 -1.46,-0.44 -2.98,-0.77 -1.98,0.11 -1.17,0.22 -0.97,0.25 -0.92,0.26 -0.85,0.29 -0.73,0.31 -0.61,0.25 -0.49,0.13 -0.43,-0.07 -0.77,-0.21
-0.89 0.07 291.1 | -0.56,-0.79 -0.92,-0.88 -1.65,-1.64 -1.68,-0.68 -1.45,-0.15 -1.17,0.07 -1.06,0.14 -1.02,0.20 -0.97,0.25 -0.89,0.37 -0.76,0.38 -0.58,0.36 -0.43,0.25 -0.40,0.06 -0.59,-0.07 -0.64,-0.19
-0.92 0.10 305.7 | -0.32,-0.73 -0.75,-0.59 -1.09,-0.97 -1.34,-0.58 -1.14,-0.06 -1.08,0.06 -1.07,0.12 -1.06,0.19 -1.06,0.30 -0.98,0.39 -0.67,0.49 -0.48,0.41 -0.52,0.19 -0.53,0.03 -0.59,-0.10
-0.88 0.07 322.4 | -0.28,-0.39 -0.35,-0.84 -0.77,-0.77 -0.95,-0.19 -1.02,-0.11 -1.06,-0.03 -1.05,0.05 -1.15,0.14 -1.15,0.28 -1.11,0.48 -0.74,0.60 -0.68,0.33 -0.56,0.26 -0.55,0.11 0.07,-0.19
-0.77 0.06 354.2 | 0.20,-0.04 -0.13,-0.28 -0.51,-0.26 -0.69,-0.20 -0.79,-0.16 -0.86,-0.12 -1.03,-0.15 -1.20,-0.07 -1.29,0.11 -1.30,0.34 -1.09,0.46 -0.88,0.43 -0.73,0.39 -0.36,0.82 -0.11,0.59 0.96,0.58
-0.66 0.06 359.9 | 0.28,0.06 -0.06,-0.19 -0.40,-0.21 -0.59,-0.13 -0.66,-0.17 -0.75,-0.16 -0.89,-0.17 -1.13,-0.13 -1.27,0.06 -1.27,0.31 -0.94,0.34 -0.80,0.38 -0.66,0.85 -0.35,0.82 -0.24,0.48 1.12,0.80
-0.58 0.06 357.8 | 0.28,0.02 -0.01,-0.20 -0.36,-0.18 -0.49,-0.20 -0.59,-0.15 -0.68,-0.17 -0.79,-0.14 -1.09,-0.13 -1.27,0.08 -1.24,0.36 -0.88,0.38 -0.70,0.38 -0.55,0.89 -0.24,0.79 -0.17,0.44 1.18,0.71
-0.51 0.05 354.7 | 0.25,-0.02 -0.00,-0.22 -0.28,-0.22 -0.42,-0.22 -0.53,-0.16 -0.61,-0.15 -0.73,-0.14 -1.07,-0.12 -1.23,0.12 -1.22,0.43 -0.83,0.44 -0.76,0.88 -0.43,0.87 -0.12,0.78 -0.16,0.34 1.23,0.59
-0.37 0.04 357.2 | 0.29,0.01 -0.11,-0.25 -0.29,-0.19 -0.39,-0.23 -0.48,-0.18 -0.61,-0.18 -0.96,-0.17 -1.19,0.08 -1.12,0.40 -0.67,0.37 -0.66,0.85 -0.33,0.83 -0.17,0.48 0.39,0.73 1.26,0.63
-0.24 0.04 355.8 | 0.38,-0.01 0.24,-0.20 -0.00,-0.24 -0.15,-0.23 -0.25,-0.17 -0.37,-0.23 -0.45,-0.14 -0.74,-0.13 -1.17,0.11 -0.87,0.35 -0.94,0.84 -0.51,0.85 -0.18,0.80 -0.09,0.33 0.59,0.75 0.37,0.24
-0.14 0.04 359.5 | 0.39,0.03 0.32,-0.16 0.10,-0.21 -0.02,-0.25 -0.14,-0.23 -0.22,-0.17 -0.37,-0.19 -0.65,-0.17 -1.15,0.04 -0.84,0.33 -0.91,0.82 -0.47,0.87 -0.13,0.80 0.18,0.78 0.61,0.77 0.36,0.24
