-0.93 -0.23 0.58,0.58,0.46,0.40,0.42,0.42,0.82,1.03,0.64,-1.00,0.74,0.61,0.26,0.74,-1.00,0.52
-1.93 -0.23 0.65,0.73,0.70,0.30,0.84,0.64,0.57,0.60,0.58,0.42,0.87,0.93,0.73,0.53,0.43,0.48
-2.41 -0.09 0.23,0.94,0.63,0.54,0.51,0.55,0.30,0.30,0.72,0.83,0.68,0.52,0.47,0.56,0.80,0.81
-3.08 0.23 0.61,0.59,0.50,0.46,0.29,-1.00,0.73,0.70,0.59,0.53,0.50,0.60,0.95,0.84,1.32,0.79
-3.85 0.33 0.19,1.17,0.60,0.46,0.47,0.50,0.55,0.39,0.44,0.97,0.82,0.64,0.55,0.60,0.74,0.71
-0.35 0.03 0.66,0.60,0.61,0.76,0.15,1.10,1.14,0.57,0.44,0.41,0.49,0.51,0.54,0.44,0.94,0.87
-0.94 -0.11 0.53,0.56,0.44,0.41,0.35,0.41,0.60,1.02,0.70,1.20,0.81,0.66,0.29,0.69,1.07,0.54
0.33 0.03 0.72,1.42,0.59,0.28,0.27,0.25,1.30,0.82,0.66,0.61,0.57,0.42,0.33,0.29,0.35,0.42
-0.12 0.20 0.99,0.61,0.50,0.43,0.52,0.50,0.36,0.36,1.30,0.75,-0.21,0.52,0.33,0.20,0.27,1.11
-0.33 0.60 0.84,0.46,0.34,0.36,0.36,0.44,0.69,0.65,2.04,1.07,0.26,0.19,-0.40,0.31,1.53,0.78
-0.31 1.03 0.47,0.54,0.47,0.39,0.32,0.30,0.41,0.65,1.05,2.56,0.31,0.26,0.23,0.74,0.86,1.25
0.06 1.27 0.44,0.68,0.89,0.84,0.33,0.57,0.59,0.61,0.64,0.95,0.21,0.63,0.76,0.62,0.49,0.44
0.14 1.65 0.58,0.57,0.78,0.11,0.22,0.66,0.86,1.36,0.96,0.99,0.58,0.41,0.30,0.32,0.41,0.68
0.03 1.99 0.50,0.83,1.10,0.42,0.35,0.24,1.22,0.93,0.52,0.44,0.36,0.49,0.34,0.37,0.28,0.30
-0.21 2.02 0.91,0.94,0.31,0.30,0.30,0.27,0.92,0.63,0.56,0.64,0.44,0.28,0.23,0.33,0.35,0.62
-0.67 2.06 0.52,0.59,0.65,1.50,2.25,0.26,0.38,0.56,0.98,0.99,0.38,0.34,0.20,-1.00,0.31,0.53
-0.93 1.72 0.59,1.08,2.22,0.34,0.22,0.18,1.15,1.03,0.67,0.52,0.47,0.60,0.41,0.39,0.36,0.47
-0.99 1.33 1.71,0.83,0.43,0.27,0.27,0.31,0.39,0.89,0.76,0.81,0.36,0.25,0.29,0.21,0.66,0.91
-1.07 0.88 0.60,1.44,0.56,0.35,0.34,0.32,0.36,0.57,1.18,0.90,0.30,0.25,0.68,0.70,0.76,0.48
-1.29 0.86 0.35,0.44,0.47,0.35,0.37,0.40,0.90,0.61,0.66,0.71,1.51,0.42,1.21,-0.22,0.44,0.33
-1.29 0.86 0.91,0.96,0.27,0.28,0.23,0.21,0.30,0.69,0.63,0.67,1.02,0.24,0.23,0.27,0.27,0.54
-1.34 1.05 0.54,0.69,1.03,0.22,0.19,0.20,0.42,0.98,0.96,0.40,0.24,0.27,0.24,-0.36,0.47,0.55
-1.57 1.35 0.86,1.55,0.58,0.77,0.69,0.30,2.94,0.52,0.46,0.36,0.46,0.43,0.39,0.30,0.32,0.44
-2.00 1.39 1.29,0.88,0.43,0.42,0.73,0.75,0.54,0.81,0.74,0.72,0.42,0.32,0.28,0.23,0.32,0.55
-2.39 1.48 0.98,0.94,0.58,0.33,0.32,0.30,0.88,0.77,1.08,1.03,0.47,0.25,0.21,0.20,0.25,0.27
-2.39 1.48 0.64,0.51,0.89,0.84,0.46,0.28,0.29,0.31,0.41,1.13,1.06,0.51,0.29,0.24,0.33,0.69
-2.39 1.48 0.51,0.41,0.38,0.28,0.71,0.80,0.53,0.50,0.43,0.54,0.81,1.31,0.20,0.26,0.42,0.55
-2.39 1.48 0.50,0.44,0.35,0.29,0.36,0.42,0.84,1.50,0.53,0.73,0.72,0.18,1.29,0.57,0.48,0.41
-2.39 1.48 2.25,0.33,0.29,0.26,0.24,0.40,0.44,0.45,0.40,0.59,1.02,1.70,0.19,0.23,0.50,1.07
-2.45 1.34 0.46,0.79,1.99,0.35,0.31,0.23,0.31,0.40,-0.18,0.70,0.71,0.25,0.16,0.14,0.21,0.29
-2.46 1.32 0.55,0.57,0.68,0.17,0.17,0.14,0.17,0.42,0.91,2.67,0.44,0.28,-0.36,0.31,0.32,0.61
-2.46 1.32 0.34,0.43,0.61,1.74,0.67,0.20,0.28,1.17,1.16,0.40,0.34,0.32,0.23,0.38,0.42,0.40
-2.65 1.36 0.64,0.28,2.87,0.52,0.47,0.39,0.47,0.45,0.35,0.33,-0.29,0.56,1.60,0.75,0.57,0.79
