24.7,0.14,0.11,184.7,0.29,0.36,0.47,0.44,0.37,0.45,0.60,1.24,0.40,0.18,0.22,0.51,0.58,0.68,0.97,1.40,0,0
24.8,0.14,0.11,185.3,0.30,0.34,0.50,0.46,0.37,0.46,0.77,1.20,0.37,0.20,0.23,0.59,0.59,0.69,1.00,0.31,0,0
25.0,0.14,0.11,183.3,0.30,0.36,0.48,0.47,0.38,0.42,0.61,1.24,0.40,0.22,0.23,0.52,0.56,0.67,0.97,1.41,0,0
25.1,0.14,0.11,190.4,0.30,0.35,0.48,0.45,0.39,0.49,0.74,1.22,0.38,0.21,0.22,0.58,0.59,0.69,0.98,0.33,0,0
25.3,0.14,0.11,186.0,0.29,0.34,0.51,0.45,0.37,0.46,0.61,1.24,0.39,0.19,0.23,0.50,0.55,0.67,0.96,1.39,0,0
25.4,0.14,0.11,184.4,0.33,0.34,0.50,0.46,0.39,0.47,0.76,1.20,0.38,0.19,0.24,0.58,0.58,0.69,0.98,0.32,0,0
25.6,0.14,0.11,182.0,0.30,0.35,0.50,0.46,0.37,0.45,0.61,1.25,0.39,0.19,0.23,0.51,0.55,0.70,0.97,1.38,0,0
25.7,0.14,0.11,188.2,0.31,0.34,0.50,0.45,0.38,0.47,0.77,1.21,0.37,0.20,0.23,0.57,0.57,0.69,1.01,0.31,0,0
25.9,0.14,0.11,184.1,0.28,0.34,0.50,0.45,0.35,0.45,0.60,1.25,0.41,0.20,0.22,0.50,0.57,0.69,0.97,1.38,0,0
26.1,0.14,0.11,185.5,0.28,0.34,0.47,0.45,0.38,0.46,0.60,1.27,0.39,0.20,0.21,0.51,0.58,0.71,0.98,1.39,0,0
26.2,0.14,0.11,193.9,0.34,0.32,-1.00,0.43,0.40,0.51,0.83,1.18,0.22,0.21,0.24,-1.00,0.65,0.74,1.16,0.28,0,0
26.4,0.14,0.11,192.5,0.32,0.33,0.53,0.44,0.41,0.49,0.79,1.17,0.37,0.22,0.22,0.56,-1.00,0.69,1.03,0.30,0,0
26.5,0.14,0.11,182.6,0.27,0.36,0.47,0.46,0.38,0.46,0.58,1.17,0.42,0.19,0.20,0.49,0.55,0.66,0.83,1.43,0,0
26.7,0.14,0.11,184.4,0.29,0.36,0.48,0.47,0.38,0.46,0.58,1.25,0.40,0.19,0.23,0.52,0.55,0.69,0.94,1.39,0,0
26.9,0.14,0.11,197.8,0.35,0.33,0.48,0.42,0.41,0.54,0.88,1.21,0.20,0.21,0.25,0.56,0.66,0.82,1.29,0.28,0,0
27.0,0.14,0.11,193.5,0.35,0.34,0.48,0.43,0.40,0.55,0.83,1.19,0.21,0.20,0.23,0.56,0.64,0.73,1.17,0.29,0,0
