0.00 0.00 0.0 | 0.87,0.00 0.93,-0.39 0.25,-0.25 0.11,-0.27 0.00,-0.26 -0.12,-0.30 -0.17,-0.17 -0.17,-0.07 -0.14,-0.00 -0.16,0.07 -0.20,0.20 -0.37,0.88 -0.00,1.26 0.19,0.47 0.25,0.25 0.67,0.28
-0.00 0.00 100.3 | -0.16,0.86 0.21,0.99 0.20,0.29 0.24,0.15 0.27,0.05 0.33,-0.07 0.19,-0.13 0.10,-0.16 0.03,-0.14 -0.04,-0.17 -0.16,-0.23 -0.75,-0.48 -1.24,-0.22 -0.49,0.11 -0.30,0.21 -0.39,0.60
0.01 0.06 81.5 | 0.12,0.83 0.45,0.78 0.79,0.63 0.34,0.14 0.33,0.01 0.22,-0.07 0.22,-0.23 0.08,-0.22 -0.02,-0.15 -0.09,-0.10 -0.19,-0.09 -0.39,-0.04 -1.05,0.21 -1.04,0.69 -0.27,0.43 -0.07,0.38
0.03 0.08 56.3 | 0.21,0.36 0.64,0.49 0.83,0.24 0.96,-0.10 0.30,-0.10 0.22,-0.21 0.07,-0.16 -0.04,-0.28 -0.14,-0.17 -0.17,-0.05 -0.18,0.04 -0.26,0.14 -0.35,0.34 -0.65,1.09 -0.21,1.28 0.11,0.51
0.01 0.06 57.4 | 0.20,0.35 0.63,0.49 0.82,0.24 0.93,-0.11 0.27,-0.11 0.19,-0.20 0.06,-0.17 -0.05,-0.27 -0.15,-0.20 -0.16,-0.06 -0.18,0.02 -0.25,0.11 -0.36,0.29 -0.69,1.06 -0.25,1.27 0.09,0.51
-0.00 0.04 57.9 | 0.20,0.35 0.61,0.47 0.83,0.23 0.95,-0.12 0.27,-0.13 0.16,-0.20 0.05,-0.20 -0.06,-0.29 -0.15,-0.19 -0.17,-0.08 -0.17,-0.00 -0.24,0.08 -0.38,0.27 -0.72,1.05 -0.28,1.26 0.08,0.51
-0.00 0.04 59.4 | 0.20,0.37 0.62,0.51 0.81,0.25 0.94,-0.09 0.28,-0.13 0.17,-0.19 0.06,-0.20 -0.05,-0.29 -0.14,-0.19 -0.18,-0.09 -0.16,-0.00 -0.24,0.07 -0.36,0.25 -0.70,0.97 -0.31,1.25 0.06,0.50
0.04 0.07 36.4 | 0.39,0.33 0.37,0.15 0.76,-0.04 0.76,-0.36 0.61,-0.70 0.12,-0.24 -0.01,-0.26 -0.10,-0.16 -0.26,-0.15 -0.27,-0.00 -0.18,0.11 -0.13,0.18 -0.14,0.32 -0.07,0.52 0.22,1.23 0.68,1.13
0.07 0.08 23.6 | 1.21,0.58 0.37,-0.04 0.58,-0.40 0.09,-0.87 -0.05,-0.24 -0.18,-0.18 -0.20,-0.03 -0.33,0.08 -0.23,0.20 -0.08,0.22 -0.03,0.31 0.06,0.41 0.31,0.70 0.86,0.90
0.07 0.08 16.0 | 1.27,0.43 0.47,0.04 0.34,-0.07 0.50,-0.46 0.30,-0.71 -0.04,-0.86 -0.09,-0.21 -0.21,-0.14 -0.22,0.00 -0.34,0.13 -0.20,0.24 -0.06,0.25 0.01,0.31 0.40,0.67 0.96,0.79
0.12 0.10 21.0 | 1.25,0.54 0.48,0.09 0.35,0.00 0.42,-0.67 0.10,-0.85 -0.04,-0.26 -0.17,-0.17 -0.19,-0.02 -0.30,0.12 -0.19,0.24 -0.04,0.28 0.02,0.37 0.13,0.47 0.40,0.71 0.92,0.86
0.18 0.12 18.2 | 1.25,0.47 0.51,0.10 0.34,0.04 0.39,-0.13 0.42,-0.62 0.10,-0.88 -0.50,-1.22 -0.17,-0.18 -0.16,0.01 -0.26,0.15 -0.11,0.27 0.01,0.32 0.09,0.38 0.20,0.49 0.48,0.72 0.97,0.81
0.19 0.12 16.6 | 1.27,0.45 0.50,0.09 0.36,0.03 0.37,-0.10 0.40,-0.60 0.09,-0.86 -0.52,-1.18 -0.16,-0.16 -0.18,0.01 -0.27,0.17 -0.08,0.27 0.02,0.33 0.11,0.40 0.23,0.50 0.50,0.70 1.01,0.79
0.15 0.11 20.0 | 1.25,0.51 0.48,0.10 0.58,-0.36 0.42,-0.65 0.10,-0.87 -0.03,-0.27 -0.17,-0.18 -0.17,-0.00 -0.30,0.13 -0.13,0.24 -0.02,0.29 0.05,0.38 0.16,0.47 0.43,0.71 0.94,0.84
0.12 0.10 16.9 | 1.26,0.45 0.50,0.07 0.34,-0.02 0.57,-0.45 0.36,-0.68 0.03,-0.85 -0.06,-0.24 -0.19,-0.16 -0.20,0.00 -0.30,0.14 -0.18,0.26 -0.02,0.27 0.04,0.36 0.16,0.47 0.43,0.67 0.97,0.80
0.12 0.10 18.5 | 1.26,0.48 0.47,0.08 0.59,-0.44 0.38,-0.67 0.05,-0.87 -0.05,-0.25 -0.19,-0.16 -0.19,-0.00 -0.29,0.13 -0.18,0.25 -0.03,0.27 0.04,0.36 0.15,0.45 0.42,0.70 0.95,0.82
0.15 0.11 16.4 | 1.26,0.44 0.50,0.07 0.33,0.01 0.55,-0.39 0.37,-0.65 0.04,-0.86 -0.06,-0.27 -0.18,-0.16 -0.18,0.01 -0.29,0.16 -0.15,0.27 -0.00,0.29 0.07,0.39 0.19,0.49 0.47,0.70 0.98,0.78
0.15 0.11 17.2 | 1.25,0.45 0.48,0.08 0.35,0.01 0.56,-0.39 0.39,-0.65 -0.05,-0.27 -0.17,-0.16 -0.18,0.01 -0.28,0.15 -0.13,0.26 -0.01,0.31 0.06,0.39 0.19,0.49 0.46,0.70 0.98,0.80
0.16 0.11 19.1 | 1.26,0.50 0.49,0.10 0.36,0.02 0.38,-0.13 0.42,-0.64 0.10,-0.87 -0.03,-0.28 -0.16,-0.17 -0.20,-0.01 -0.28,0.14 -0.13,0.26 0.00,0.29 0.06,0.39 0.18,0.50 0.45,0.71 0.96,0.83
0.12 0.10 20.2 | 1.25,0.52 0.48,0.09 0.35,-0.01 0.59,-0.42 0.40,-0.67 0.08,-0.88 -0.04,-0.25 -0.18,-0.17 -0.19,-0.01 -0.31,0.12 -0.19,0.24 -0.04,0.27 0.02,0.36 0.13,0.46 0.39,0.69 0.92,0.84
0.12 0.10 20.3 | 1.24,0.52 0.48,0.09 0.35,-0.01 0.59,-0.41 0.08,-0.86 -0.05,-0.25 -0.18,-0.17 -0.19,-0.01 -0.29,0.12 -0.18,0.24 -0.04,0.27 0.02,0.37 0.13,0.46 0.39,0.70 0.92,0.85
0.17 0.12 19.0 | 1.26,0.49 0.51,0.10 0.35,0.03 0.38,-0.12 0.43,-0.63 0.11,-0.87 -0.49,-1.24 -0.16,-0.17 -0.17,0.00 -0.26,0.15 -0.12,0.26 0.01,0.30 0.08,0.39 0.20,0.51 0.46,0.71 0.97,0.82
0.18 0.12 17.4 | 1.26,0.46 0.50,0.09 0.34,0.04 0.37,-0.10 0.41,-0.61 0.09,-0.86 -0.51,-1.20 -0.15,-0.15 -0.17,0.01 -0.25,0.16 -0.10,0.27 0.02,0.32 0.09,0.41 0.21,0.50 0.49,0.71 1.00,0.81
