0.84 0.16 0.11,0.11,0.15,0.16,0.18,0.21,0.21,0.42,0.67,1.45,1.94,0.58,0.81,0.74,0.10,0.09
0.88 0.15 0.12,0.13,0.15,0.16,0.23,0.20,0.37,0.51,1.45,1.09,0.46,0.70,0.73,0.79,0.08,0.10
0.91 0.15 0.10,0.10,0.14,0.15,0.18,0.21,0.21,0.37,0.53,1.42,0.95,0.46,0.80,0.71,0.77,0.09
0.95 0.14 0.10,0.14,0.15,0.17,0.24,0.23,0.29,-1.00,1.23,1.45,1.40,0.63,0.80,0.76,0.08,0.10
0.98 0.13 0.08,-0.45,0.13,0.16,0.16,0.23,0.21,0.33,0.49,1.28,1.13,1.39,0.61,0.79,0.75,0.09
1.02 0.12 0.10,0.13,0.15,0.15,0.24,0.21,0.25,0.44,0.72,1.45,1.73,0.62,0.80,0.72,0.13,0.09
1.06 0.11 0.11,0.14,0.14,0.18,0.23,0.23,0.40,0.66,1.42,1.96,0.45,0.80,0.73,0.79,0.12,0.09
1.09 0.12 0.13,0.13,0.17,0.20,0.21,0.40,0.68,1.43,2.00,0.51,0.81,0.72,0.11,0.08,0.10,0.13
1.13 0.13 0.12,0.12,0.14,0.21,0.19,0.24,0.45,1.25,1.31,1.42,0.66,0.80,0.45,0.10,0.10,0.10
1.16 0.13 0.10,0.13,0.12,0.13,0.18,0.20,0.20,0.43,0.69,1.47,1.90,0.64,0.82,0.75,0.10,0.08
1.20 0.12 -1.00,0.13,0.14,0.15,0.20,0.19,0.35,0.52,1.44,0.98,0.47,0.84,0.72,0.13,0.09,0.09
1.24 0.11 0.09,0.12,0.14,0.13,0.16,0.21,0.21,0.38,0.55,1.42,1.98,0.48,0.85,0.72,0.12,0.10
1.27 0.10 0.09,0.13,0.13,0.14,0.23,0.20,0.27,0.46,1.27,1.15,1.39,0.65,0.79,-0.12,0.09,0.09
1.31 0.10 0.10,0.10,0.15,0.13,0.15,0.21,0.20,0.29,0.49,1.29,1.13,0.48,0.66,0.76,0.76,0.08
1.35 0.08 0.09,0.13,0.14,0.14,0.24,0.20,-1.00,0.44,0.72,1.48,1.59,0.63,0.81,0.76,0.11,0.09
1.39 0.08 0.10,0.13,0.15,0.15,0.21,0.20,0.40,0.68,1.41,2.00,0.47,0.84,0.71,0.11,0.08,0.09
1.42 0.06 0.08,0.12,0.14,0.14,0.18,0.22,0.22,0.40,0.69,1.42,2.03,0.50,0.83,0.71,0.12,0.08
1.45 0.05 0.10,0.15,0.15,0.13,0.24,0.20,0.35,0.50,1.37,1.09,0.45,0.64,0.74,0.75,0.07,0.11
1.49 0.04 0.10,0.12,0.15,0.16,0.17,0.23,0.19,0.39,0.52,1.43,1.07,0.46,0.64,0.74,0.77,0.09
1.53 0.02 0.10,0.13,0.16,0.14,0.23,0.21,0.28,0.46,0.95,1.44,1.44,0.62,0.80,0.74,0.11,0.09
1.55 0.02 0.16,0.15,0.23,0.20,0.23,0.43,0.71,1.45,1.61,0.64,0.82,0.74,0.10,0.09,0.09,0.13
1.59 0.03 0.12,0.15,0.13,0.22,0.21,0.23,0.47,1.25,1.45,1.41,0.66,0.81,0.76,0.08,0.11,-1.00
1.63 0.04 0.11,0.11,0.13,0.14,0.15,0.21,0.19,0.38,0.55,1.42,2.01,0.50,0.86,0.73,0.10,0.09
1.67 0.03 0.11,0.12,0.12,0.13,0.21,0.19,0.25,0.47,1.28,1.17,1.41,0.64,0.79,0.14,0.08,0.09
1.71 0.03 0.12,0.12,0.13,0.18,0.21,0.23,0.43,0.69,1.47,1.65,0.64,0.81,0.77,0.10,0.08,0.08
1.74 0.02 0.09,0.12,0.13,0.13,0.23,0.20,0.23,0.43,0.71,1.47,1.59,0.65,0.82,0.76,0.09,0.09
1.78 0.01 0.12,0.15,0.12,0.15,0.20,0.20,0.40,0.67,1.43,2.05,0.53,0.84,0.72,0.12,0.10,0.10
-0.29 -0.47 0.49,0.65,1.18,0.93,0.19,0.34,0.37,0.58,0.59,0.77,1.41,0.28,0.25,0.42,0.42,0.48
-0.52 -0.64 0.71,0.60,0.27,0.87,1.59,0.52,0.62,0.51,0.44,0.38,-1.00,0.55,0.90,0.97,1.54,0.92
-0.12 -0.80 0.63,0.50,0.45,0.37,0.40,0.51,0.86,0.97,0.46,-0.04,0.73,0.63,0.29,0.85,1.57,-0.23
0.20 -0.50 0.64,0.95,0.39,0.32,0.45,0.52,0.41,0.48,0.49,0.69,1.23,0.83,1.16,0.17,0.36,0.62
