1787897041.5,-11.96,-0.20,0.0
1787897043.4,-11.96,-0.20,55.0
1787897043.6,-11.95,-0.14,55.0
1787897045.5,-11.95,-0.11,55.0
1787897045.8,-11.97,-0.01,55.0
1787897046.1,-11.97,0.07,55.0
1787897046.4,-11.98,0.16,55.0
1787897046.7,-11.99,0.24,55.0
1787897047.0,-12.01,0.36,55.0
1787897047.3,-12.02,0.44,55.0
1787897047.6,-12.03,0.53,51.5
1787897047.9,-12.04,0.61,48.59999999999991
1787897048.2,-12.06,0.70,41.700000000000045
1787897048.5,-12.07,0.81,40.5
1787897048.8,-12.08,0.90,36.5
1787897049.1,-12.09,0.98,36.09999999999991
1787897049.4,-12.09,1.07,32.5
1787897049.8,-12.10,1.15,29.700000000000045
1787897050.1,-12.11,1.27,24.5
1787897050.3,-12.12,1.32,27.399999999999977
1787897056.4,-12.10,1.30,21.0
1787897056.7,-12.07,1.25,20.0
1787897058.2,-12.06,1.24,16.399999999999977
1787897058.3,-12.04,1.19,15.899999999999977
1787897058.6,-12.04,1.18,16.799999999999955
1787897058.8,-12.01,1.13,12.700000000000045
1787897059.0,-12.01,1.12,16.700000000000045
1787897059.2,-11.99,1.07,10.299999999999955
1787897059.5,-11.97,1.03,10.899999999999977
1787897059.7,-11.95,0.97,8.0
1787897059.9,-11.95,0.97,8.599999999999909
1787897060.1,-11.92,0.91,11.200000000000045
1787897060.3,-11.92,0.90,10.5
1787897060.5,-11.90,0.84,12.599999999999909
1787897064.1,-11.90,0.83,8.0
1787897064.3,-11.94,0.75,10.200000000000045
1787897064.6,-11.97,0.67,8.399999999999977
1787897064.9,-12.00,0.59,10.700000000000045
1787897065.2,-12.04,0.50,0.0
1787897065.4,-12.05,0.45,24.59
1787897065.8,-12.05,0.44,0.0
1787897067.7,-12.20,0.02,0.0
1787897128.6,-11.33,-1.43,0.0
1787897128.9,-11.24,-1.42,0.0
1787897129.2,-11.15,-1.41,-8.0
1787897129.4,-11.07,-1.40,-8.0
1787897129.7,-10.98,-1.39,0.0
1787897130.1,-10.87,-1.37,0.0
1787897130.4,-10.78,-1.37,-8.860000000000014
1787897130.7,-10.69,-1.36,0.0
1787897131.0,-10.61,-1.35,-8.0
1787897131.3,-10.51,-1.33,-8.0
1787897131.6,-10.41,-1.32,0.0
